,artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
69963,Henri de Toulouse-Lautrec,c.1897,sketch and study,768.0,576.0,79917.0,wikiart,Post-Impressionism,Little Lodge,train_and_test,True,89942.jpg
70045,Ivan Albright,1976.0,cityscape,575.0,768.0,129451.0,wikiart,Impressionism,"View from the Hotel Window of Roof of Guild Hall, Brussels, Belgium ",train_and_test,False,94568.jpg
70060,François Barraud,1933,genre painting,680.0,649.0,167580.0,wikiart,Classicism,Tailleuses de soupe,train_only,True,5685.jpg
70220,Theodore Gericault,,animal painting,758.0,580.0,88120.0,wikiart,Romanticism,Gray horse rack,train_and_test,True,60018.jpg
70246,Marc Chagall,1963,self-portrait,572.0,768.0,229096.0,wikiart,Naïve Art (Primitivism),Self-portrait,train_and_test,True,38481.jpg
70277,Alfred Parsons,1887.0,landscape,800.0,549.0,90652.0,wikiart,Naturalism,When Nature Painted all Things Gay,train_and_test,False,92256.jpg
70284,Paul Serusier,1891,symbolic painting,584.0,752.0,39677.0,wikiart,Synthetism,The Incantation (The Holy Wood),train_and_test,False,44667.jpg
70326,Paritosh Sen,,genre painting,600.0,731.0,150167.0,wikiart,Expressionism,The Violin Player,train_and_test,False,88576.jpg
70369,Dmitry Levitzky,c.1803,portrait,593.0,739.0,26126.0,wikiart,Rococo,Portrait of I. V. Lopukhin,train_and_test,True,89955.jpg
70389,Georg Pauli,1889.0,cityscape,750.0,584.0,84942.0,wikiart,Impressionism,"Winter Evening at Söder, Stockholm",train_and_test,True,98663.jpg
70439,Gerrit Dou,,genre painting,669.0,654.0,110474.0,wikiart,Baroque,Grace Before Meat,train_and_test,False,91267.jpg
70467,Henrique Pousao,1882.0,portrait,583.0,750.0,89520.0,wikipedia,Realism,Napolitana,train_and_test,True,70519.jpg
70645,Joseph Wright,c.1763,portrait,581.0,750.0,47071.0,wikiart,Romanticism,Nicholas Heath,train_and_test,True,5154.jpg
70659,Alexandre Benois,1917.0,design,600.0,726.0,161555.0,wikiart,Art Nouveau (Modern),Blackamoor's Chamber. Fragment. Set Design ,train_and_test,True,10669.jpg
70691,Charles Turner,1823.0,portrait,544.0,800.0,138721.0,wikiart,Romanticism,Robert Buchanan Dunlop ,train_and_test,False,68663.jpg
70741,William Blake,1819,illustration,594.0,732.0,104928.0,wikiart,Symbolism,Christ Tempted by Satan to Turn the Stones to Bread,train_and_test,True,8184.jpg
70779,Pavel Filonov,1913,genre painting,800.0,543.0,113143.0,wikiart,Analytical Realism,Bourgeois in a Carriage,train_and_test,False,89618.jpg
70800,Fernand Leger,,genre painting,758.0,573.0,99927.0,wikiart,Cubism,The Big Parade,train_and_test,False,48110.jpg
70819,Isaac Levitan,c.1885,sketch and study,1000.0,434.0,78449.0,wikiart,Realism,A hovel,train_and_test,True,18925.jpg
70855,Marcus Stone,,flower painting,800.0,542.0,106840.0,wikiart,Romanticism,Roses,train_only,True,51027.jpg
70861,Sandro Botticelli,,portrait,542.0,800.0,101829.0,wikiart,Early Renaissance,Simonetta,train_and_test,True,66606.jpg
70869,Frida Kahlo,1941.0,self-portrait,578.0,750.0,80553.0,wikiart,Naïve Art (Primitivism),Self-Portrait with Bonito,train_and_test,False,671.jpg
70925,Umberto Boccioni,1907,portrait,800.0,541.0,119249.0,wikiart,Post-Impressionism,Virgilio Brocchi,train_and_test,True,68331.jpg
70962,Jean Auguste Dominique Ingres,1805,portrait,590.0,733.0,29901.0,wikipedia,Neoclassicism,Portrait of Frédéric Desmarais,train_and_test,True,71956.jpg
70973,Marc Chagall,1914,still life,563.0,768.0,119119.0,wikiart,Naïve Art (Primitivism),Clock,train_and_test,True,18268.jpg
71008,Alfred Sisley,1884,landscape,800.0,540.0,99675.0,wikiart,Impressionism,The Loing Canal,train_and_test,True,80123.jpg
71038,Niko Pirosmani,1913,portrait,617.0,700.0,115212.0,wikipedia,Naïve Art (Primitivism),Portrait of Ilya Zdanevich,train_and_test,True,18406.jpg
71056,Ernst Ludwig Kirchner,1910,portrait,562.0,768.0,92182.0,wikiart,Expressionism,Milliner with Hat,train_and_test,False,81955.jpg
71062,Pyotr Konchalovsky,1928,portrait,600.0,719.0,95614.0,wikiart,Expressionism,Portrait of a Japanese actor Todzyuro Kavarasaki,train_and_test,True,47693.jpg
71101,Jan Matejko,1888.0,history painting,800.0,539.0,120279.0,wikiart,Romanticism,"The First Sejm, Recording of laws  A D  1182 ",train_and_test,True,78218.jpg
71111,Koloman Moser,,portrait,634.0,680.0,121705.0,wikiart,Art Nouveau (Modern),Portrait of a Girl,train_and_test,False,492.jpg
71202,Valentin Serov,,history painting,900.0,478.0,78738.0,wikiart,Impressionism,After the Battle of Kulikovo,train_and_test,True,75302.jpg
71227, Wassily Kandinsky,1905,portrait,653.0,658.0,33417.0,wikiart,Post-Impressionism,Gabriele Munter,train_and_test,True,29203.jpg
71300,Vela Zanetti,1953.0,symbolic painting,536.0,800.0,98544.0,wikiart,Muralism,Mankind's Struggle for Lasting Peace (detail),train_only,True,45577.jpg
71310,Ivan Kramskoy,c.1880,portrait,536.0,800.0,198748.0,wikiart,Realism,Portrait of a Woman,train_and_test,True,89626.jpg
71381,Thomas Cole,,landscape,800.0,535.0,335487.0,wikiart,Romanticism,Cross at Sunset,train_and_test,False,33182.jpg
71412,Honore Daumier,,genre painting,571.0,749.0,27887.0,wikiart,Realism,It's true you have lost your case... but you should have gotten a lot of pleasure hearing me plead [your case,train_and_test,False,12359.jpg
71414,Alfred Wallis,1936.0,animal painting,944.0,453.0,95334.0,wikiart,Naïve Art (Primitivism),Fishes and Lobster Pots ,train_and_test,True,4140.jpg
71434,Rene Magritte,1940,symbolic painting,570.0,750.0,78582.0,wikiart,Surrealism,Homesickness,train_and_test,False,44016.jpg
71455,Rene Magritte,1921,portrait,534.0,800.0,92031.0,wikiart,Cubism,Portrait of Pierre Broodcoorens,train_and_test,True,32596.jpg
71491,Henry Darger,,illustration,1000.0,427.0,76365.0,wikiart,Art Brut,Gigantic Roverine...,train_and_test,False,11249.jpg
71510,Theodore Gericault,1819,history painting,750.0,569.0,127004.0,wikiart,Romanticism,Study for The Raft of the Medusa ,train_and_test,False,82772.jpg
71551,Eugene Boudin,1895,landscape,800.0,533.0,67205.0,wikiart,Impressionism,The Toques at Saint-Arnoult,train_and_test,True,2051.jpg
71577,John Collier,1885,portrait,567.0,752.0,69574.0,wikiart,Realism,Thomas Henry Huxley,train_only,True,60550.jpg
71696,Santiago Rusinol,,genre painting,545.0,780.0,75861.0,wikiart,Impressionism,Waiting For Customers,train_only,True,26127.jpg
71719,Pierre Bonnard,1896,genre painting,635.0,669.0,58038.0,wikiart,Japonism,Intimit,train_and_test,False,90838.jpg
71724,Stanley Spencer,1937,landscape,800.0,531.0,140970.0,wikiart,Neo-Romanticism,Cookham Moor,train_and_test,True,62423.jpg
71731,Rosa Bonheur,1846.0,genre painting,800.0,531.0,76446.0,wikiart,Realism,Repose ,train_and_test,True,27467.jpg
71882,Kitagawa Utamaro,,genre painting,529.0,800.0,122274.0,wikiart,Ukiyo-e,The Hour of the Dragon,train_and_test,True,31048.jpg
71963,Paul Signac,1923,cityscape,650.0,650.0,55170.0,wikiart,Impressionism,Les Andelys,train_and_test,True,41412.jpg
72081,Marc Chagall,1981,self-portrait,549.0,768.0,394660.0,wikiart,Surrealism,Self Portrait with Bouquet,train_and_test,True,79916.jpg
72084,Henri de Toulouse-Lautrec,c.1894,genre painting,549.0,768.0,92542.0,wikiart,Art Nouveau (Modern),Moulin Rouge L `Union Franco Russian,train_and_test,True,9779.jpg
72123,Paul Delvaux,1948.0,nude painting (nu),836.0,504.0,115022.0,wikiart,Surrealism,Popular cry,train_and_test,True,72510.jpg
72186,Abdullah Suriosubroto,,landscape,526.0,800.0,158131.0,wikiart,Realism,Air Terjun,train_and_test,True,66222.jpg
72245,Sengai,,sketch and study,737.0,570.0,197466.0,wikiart,Zen,Enso,train_only,True,70507.jpg
72285,James Webb ,1878.0,cityscape,800.0,525.0,67332.0,wikiart,Romanticism,"Huy, Belgium ",train_and_test,True,28976.jpg
72373,Charles Turner,1821.0,portrait,524.0,800.0,146897.0,wikiart,Romanticism,George Webb de Renzy ,train_and_test,True,53553.jpg
72429,Ilya Mashkov,1918,nude painting (nu),518.0,808.0,223434.0,wikiart,Fauvism,Seated Nude,train_and_test,True,96296.jpg
72431,Cy Twombly,1994.0,abstract,500.0,837.0,308231.0,wikiart,Abstract Expressionism,"Quattro stagioni, Part III Autunno",train_and_test,True,62724.jpg
72509,Marc Chagall,1961,genre painting,544.0,768.0,538904.0,wikiart,Naïve Art (Primitivism),Acrobates,train_and_test,True,70583.jpg
72534,Richard Lindner,,portrait,522.0,800.0,80595.0,wikiart,Mechanistic Cubism,Verlaine,train_and_test,False,49518.jpg
72565,Spyros Papaloukas,,cityscape,561.0,744.0,159136.0,wikiart,Post-Impressionism,The bell-tower,train_and_test,True,92151.jpg
72616,Stanley Spencer,1944,landscape,521.0,800.0,175286.0,wikiart,Neo-Romanticism,Garden Scene. Port Glasgow.,train_and_test,True,18720.jpg
72642,Edward Hopper,1923,cityscape,801.0,520.0,306925.0,wikiart,New Realism,"Houses of Squam Light, Gloucester",train_and_test,False,96451.jpg
72644,Pavel Fedotov,1837,portrait,595.0,700.0,50843.0,wikiart,Realism,"Portrait of A. I. Fedotov, the Artist's Father",train_and_test,True,55277.jpg
72668,Theophile Steinlen,1907.0,illustration,542.0,768.0,123095.0,wikiart,Realism,Bapteme,train_and_test,True,87528.jpg
72745,Luc-Olivier Merson,,illustration,820.0,507.0,113967.0,wikiart,Symbolism,"In the Thick of Battle, a Melee ",train_and_test,True,67610.jpg
72768,Georgia O'Keeffe,1916.0,abstract,541.0,768.0,93149.0,wikiart,Abstract Art,Blue-01,train_and_test,True,88708.jpg
72783,Alfred Sisley,1897,landscape,705.0,589.0,78138.0,wikiart,Impressionism,"The English Coast, Penarth",train_and_test,True,13442.jpg
72815,George Stefanescu-Ramnic ,1998,nude painting (nu),519.0,800.0,428464.0,wikiart,Cloisonnism,Loneliness,train_and_test,True,103224.jpg
72849,Marc Chagall,c.1923,illustration,540.0,768.0,186013.0,wikiart,Naïve Art (Primitivism),Tchitchikov triumphant,train_and_test,True,64036.jpg
72857,Titian,,mythological painting,651.0,637.0,34878.0,wikiart,High Renaissance,Marriage with Vesta and Hymen as Protectors and Advisers of the Union of Venus and Mars,train_and_test,False,82480.jpg
72861,Walter Sickert,1908,portrait,568.0,730.0,70746.0,wikiart,Post-Impressionism,The American,train_and_test,True,75649.jpg
72874,David Burliuk,1915,illustration,526.0,788.0,116745.0,wikiart,Futurism,"Illustration for the almanac ""Archer""",train_and_test,False,38027.jpg
72916,Mikhail Nesterov,1928,portrait,653.0,634.0,32451.0,wikiart,Post-Impressionism,A Sick Girl,train_and_test,False,14548.jpg
72976,Mikalojus Ciurlionis,1906,symbolic painting,579.0,714.0,33244.0,wikiart,Symbolism,Creation of the World II,train_and_test,True,55049.jpg
72977,Alexandre Benois,1899.0,cityscape,724.0,571.0,148267.0,wikiart,Post-Impressionism,Church of St. Catherine in St. Petersburg,train_and_test,False,45612.jpg
72981,Paul Delaroche,,genre painting,636.0,650.0,196969.0,wikiart,Academicism,A Family Scene,train_and_test,True,92363.jpg
72998,Marc Chagall,1957,genre painting,538.0,768.0,142237.0,wikiart,Naïve Art (Primitivism),The clown musician,train_and_test,True,83494.jpg
73046,Tsuguharu Foujita,1951.0,cityscape,750.0,550.0,116302.0,wikiart,Magic Realism,Space ,train_and_test,False,64317.jpg
73099,Sergey Solomko,,mythological painting,515.0,800.0,319450.0,wikiart,Art Nouveau (Modern),Nastassja Korolevichna ,train_and_test,True,70706.jpg
73106,Kitagawa Utamaro,,genre painting,515.0,800.0,128521.0,wikiart,Ukiyo-e,The Hour of the Horse,train_and_test,True,62276.jpg
73125,Louis Comfort Tiffany,1924.0,landscape,537.0,767.0,400646.0,wikiart,Post-Impressionism,Landscape with Waterfall,train_and_test,True,101718.jpg
73163,Theophile Steinlen,,poster,484.0,850.0,159632.0,wikiart,Art Nouveau (Modern),Madrigal D'Avril ,train_and_test,True,28250.jpg
73195,Sengai,,religious painting,685.0,600.0,263385.0,wikiart,Ink and wash painting,unknown title,train_only,True,56395.jpg
73232,Giotto,1325,religious painting,500.0,821.0,99016.0,wikiart,Proto Renaissance,St. Stephen,train_and_test,True,8973.jpg
73315,Giorgio de Chirico,,religious painting,512.0,800.0,122637.0,wikiart,Neo-baroque,St. George ,train_and_test,True,35086.jpg
73335,Fernand Leger,,design,630.0,650.0,156974.0,wikiart,Orphism,Stained glass windows for the University of Caracas ,train_and_test,True,50087.jpg
73358,Edouard Manet,1880,portrait,565.0,724.0,34533.0,wikiart,Impressionism,Mother in the Garden at Bellevue,train_and_test,True,5833.jpg
73488,Paul Klee,,landscape,800.0,510.0,76388.0,wikiart,Expressionism,In the Quarry,train_and_test,False,18072.jpg
73500,Henri de Toulouse-Lautrec,c.1893,genre painting,531.0,768.0,154318.0,wikiart,Art Nouveau (Modern),Miss Loie Fuller,train_and_test,True,93430.jpg
73527,Marc Chagall,1962,genre painting,700.0,582.0,101396.0,wikiart,Naïve Art (Primitivism),The Farmyard ,train_and_test,True,64212.jpg
73596,Ivan Grohar,1905.0,landscape,679.0,599.0,147153.0,wikipedia,Impressionism,Kamnitnik,train_and_test,True,71825.jpg
73620,Mustafa Duzgunman,,,800.0,508.0,119380.0,wikiart,,Hatip Ebru,train_and_test,True,56010.jpg
73629,James Ward ,1793.0,animal painting,800.0,508.0,132085.0,wikiart,Romanticism,Pigs ,train_and_test,False,47762.jpg
73658,Raoul Dufy,1922,genre painting,580.0,700.0,187171.0,wikiart,Naïve Art (Primitivism),Acrobats,train_and_test,True,74115.jpg
73663,Constantin Daniel Rosenthal,1848.0,portrait,580.0,700.0,51534.0,wikiart,Romanticism,Portrait of Teodor Arion,train_only,True,65907.jpg
73666,Francisco Goya,1776,genre painting,700.0,580.0,113797.0,wikiart,Romanticism,Picnic on the Banks of the Manzanares,train_and_test,True,74635.jpg
73889,Raphael Kirchner,1916.0,design,500.0,807.0,102885.0,wikiart,Art Nouveau (Modern),Ma Marraine,train_and_test,True,16140.jpg
73914,Joaquín Sorolla,,cityscape,504.0,800.0,140642.0,wikiart,Impressionism,Italian Street,train_and_test,True,68083.jpg
73964,Emil Nolde,1942,flower painting,700.0,575.0,181634.0,wikiart,Expressionism,Large Poppies,train_and_test,True,14610.jpg
73998,James Tissot,,genre painting,534.0,753.0,80540.0,wikiart,Realism,Reading a Book,train_and_test,False,58611.jpg
74042,Stanley Spencer,1913,genre painting,502.0,800.0,183241.0,wikiart,Neo-Romanticism,Apple Gatherers ,train_and_test,True,4233.jpg
74080,Joshua Reynolds,1760,portrait,575.0,698.0,58650.0,wikiart,Rococo,Mrs. Joseph Martin and her Son Charles,train_and_test,False,95757.jpg
74096,Claude Lorrain,1636,genre painting,573.0,700.0,100688.0,wikiart,Classicism,Landscape with Goatherd,train_and_test,True,60358.jpg
74116,Jean Auguste Dominique Ingres,1842,portrait,593.0,676.0,24815.0,wikiart,Neoclassicism,Luigi Cherubini and the Muse of Lyric Poetry,train_and_test,True,34469.jpg
74157,Joseph Wright,c.1780,landscape,750.0,534.0,42901.0,wikiart,Romanticism,"Vesuvius in Eruption, with a View over the Islands in the Bay of Naples",train_and_test,True,74860.jpg
74207,Alfred Stevens,1886,portrait,402.0,995.0,359162.0,wikiart,Romanticism,Baroness de Bonhome,train_only,True,93037.jpg
74250,Anthony van Dyck,c.1635,portrait,547.0,730.0,19283.0,wikiart,Baroque,Portrait of an English Gentleman,train_and_test,True,3696.jpg
74265,Kitagawa Utamaro,c.1783,genre painting,499.0,800.0,125739.0,wikiart,Ukiyo-e,Stylish Amusements of the Four Seasons,train_and_test,True,98885.jpg
74283,Zenkei Shibayama,,calligraphy,500.0,798.0,152248.0,wikiart,Zen,露堂々,train_only,True,47987.jpg
74328,Sergey Solomko,,religious painting,800.0,498.0,365746.0,wikiart,Art Nouveau (Modern),"St. George, coming to the rescue",train_and_test,True,12420.jpg
74339,Gustave Courbet,1869,landscape,700.0,569.0,115141.0,wikiart,Realism,The Calm Sea,train_and_test,False,19634.jpg
74410,Lorser Feitelson,,abstract,600.0,662.0,209301.0,wikiart,Hard Edge Painting,unknown title,train_and_test,False,20312.jpg
74438,Leon Bakst,1910.0,design,800.0,496.0,105510.0,wikiart,Art Nouveau (Modern),Costume Design for 'Scheherazade' ,train_and_test,True,47418.jpg
74466,Edouard Manet,c.1873,genre painting,703.0,564.0,38281.0,wikiart,Impressionism,The Masked Ball at the Opera,train_and_test,True,60195.jpg
74496,Joshua Reynolds,1782,genre painting,700.0,566.0,58904.0,wikiart,Rococo,The Infant Academy,train_and_test,True,24932.jpg
74552,Howard Mehring,1960,abstract,640.0,618.0,158553.0,wikiart,Abstract Expressionism,Untitled,train_and_test,False,42472.jpg
74596,Plautilla Nelli,,religious painting,800.0,494.0,84100.0,wikiart,Mannerism (Late Renaissance),Saint Dominic Receives the Rosary,train_only,True,80925.jpg
74641,William Orpen,,,576.0,685.0,60525.0,wikiart,,"Soldiers and Peasants, Cassel 1917",train_and_test,True,72483.jpg
74651,Joseph Wright,1750,portrait,526.0,750.0,62322.0,wikiart,Rococo,Boy with Plumed Hat and Greyhound,train_and_test,True,26140.jpg
74731,Nikolaos Gyzis,,mythological painting,525.0,750.0,92572.0,wikiart,Symbolism,Psyche,train_and_test,True,28376.jpg
74853,Theodore Rousseau,,sketch and study,768.0,512.0,79333.0,wikiart,Realism,Landscape,train_and_test,True,58048.jpg
74862,Georges Seurat,1887,genre painting,768.0,512.0,116368.0,wikiart,Pointillism,Anaïs Faivre Haumonté on her deathbed,train_and_test,True,61815.jpg
74882,Eugene Delacroix,,wildlife painting,768.0,512.0,90348.0,wikiart,Orientalism,Lion Devouring a Horse,train_and_test,True,83999.jpg
74911,Alfred Sisley,1873,landscape,781.0,503.0,31198.0,wikiart,Impressionism,Frost in Louveciennes,train_and_test,False,71274.jpg
74936,Viktor Vasnetsov,1892.0,portrait,557.0,705.0,19641.0,wikiart,Realism,"Portrait of Michael Vasnetsov, the Artist`s Son",train_and_test,False,61484.jpg
74984,Pyotr Konchalovsky,1955,flower painting,700.0,560.0,170612.0,wikiart,Realism,Roses and asparagus,train_and_test,True,39878.jpg
75041,Bob Law,1969,abstract,730.0,536.0,17200.0,wikiart,Minimalism,Nothing to be Afraid Of IV 15.8.69,train_only,True,1096.jpg
75047,George Mavroides,2000.0,portrait,710.0,551.0,84117.0,wikiart,Expressionism,Nino,train_and_test,False,19363.jpg
75056,Niko Pirosmani,,portrait,800.0,489.0,116544.0,wikiart,Naïve Art (Primitivism),A young fisherman,train_and_test,True,61186.jpg
75089,Evelyne Axell,1971.0,figurative,682.0,573.0,33089.0,wikiart,Pop Art,"La Terre est ronde, variation sur Le Paysage",train_only,True,47467.jpg
75099,Eugène Grasset,,illustration,514.0,760.0,101977.0,wikiart,Art Nouveau (Modern),"Affiche pour The Century Magazine, Napoléon",train_and_test,True,7419.jpg
75131,Paul Klee,1939,flower painting,542.0,720.0,52459.0,wikiart,Expressionism,This flower wishes to fade,train_and_test,True,56745.jpg
75156,Niko Pirosmani,,genre painting,557.0,700.0,120020.0,wikiart,Naïve Art (Primitivism),Firewood seller boy,train_and_test,False,82376.jpg
75162,John Jackson,,portrait,569.0,685.0,44460.0,wikipedia,Rococo,Henry Bone,test_only,False,35767.jpg
75178,Theodore Rousseau,c.1830,landscape,758.0,514.0,76399.0,wikiart,Realism,Landscape in Auvergne,train_and_test,True,78777.jpg
75197,Mikhail Vrubel,c.1887,flower painting,503.0,774.0,43255.0,wikiart,Symbolism,Orchid,train_and_test,False,64049.jpg
75219,Honore Daumier,1848,genre painting,525.0,741.0,33319.0,wikiart,Realism,Grand Staircase of the Palace of Justice,train_and_test,True,48133.jpg
75220,Bartolome Esteban Murillo,c.1665,religious painting,538.0,723.0,24579.0,wikiart,Baroque,Childhood of Virgin,train_and_test,True,27322.jpg
75246,Jose Clemente Orozco,1949,symbolic painting,720.0,540.0,564466.0,wikiart,Muralism,The great mexican revolutionary law and the freedom of slaves,train_and_test,False,95792.jpg
75276,Henry Raeburn,c.1790,portrait,545.0,713.0,15861.0,wikiart,Romanticism,Portrait of David Anderson,train_and_test,True,80021.jpg
75288,William James Glackens,,genre painting,700.0,555.0,167551.0,wikipedia,New Realism,"Fruit Stand, Coney Island",train_and_test,True,83154.jpg
75360,Volodymyr Orlovsky,c.1885,landscape,800.0,484.0,70493.0,wikiart,Realism,In the summer on the farm,train_and_test,True,96990.jpg
75386,John Crome,1811.0,landscape,565.0,685.0,61785.0,wikiart,Romanticism,"View at Blofield, near Norwich",train_and_test,False,46365.jpg
75399,Jack Bush,1971.0,abstract,730.0,530.0,32281.0,wikiart,Color Field Painting,Low Sun ,train_and_test,True,37561.jpg
75437,Henry Raeburn,1784,portrait,552.0,700.0,102197.0,wikiart,Romanticism,The Skating Minister (The Reverend Robert Walker Skating on Duddingston Loch),train_and_test,True,87901.jpg
75459,Thomas Jones Barker,1862.0,history painting,944.0,409.0,57477.0,wikiart,Romanticism,The Dawn of Victory ,train_and_test,False,44280.jpg
75463,Maxim Vorobiev,,landscape,734.0,526.0,25493.0,wikiart,Romanticism,Landscape with a Cross. Lithuania,train_only,True,98607.jpg
75469,Fyodor Vasilyev,,landscape,549.0,703.0,30312.0,wikiart,Realism,Cypresses in the Crimea,train_and_test,True,44955.jpg
75476,Nikolaos Lytras,,genre painting,717.0,538.0,138610.0,wikiart,Expressionism,Sun bathing ,train_and_test,False,10812.jpg
75480,Alexey Venetsianov,1841,portrait,551.0,700.0,49797.0,wikiart,Realism,Panaevs children,train_and_test,True,75592.jpg
75492,Jacopo Pontormo,c.1543,sketch and study,482.0,800.0,76381.0,wikiart,Mannerism (Late Renaissance),"Study of a Woman, possibly Maria Salviati",train_and_test,True,67655.jpg
75525,Barton Lidice Benes,1994.0,figurative,602.0,640.0,114128.0,wikiart,Conceptual Art,Lethal Weapons: Essence,train_only,True,76102.jpg
75559,Giotto,1306,allegorical painting,480.0,802.0,145598.0,wikiart,Proto Renaissance,Injustice,train_and_test,True,47598.jpg
75587,Qi Baishi,1944.0,flower painting,500.0,769.0,125403.0,wikiart,Ink and wash painting,The branch of wisteria ,train_and_test,False,36274.jpg
75596,Eustache Le Sueur,1653,mythological painting,528.0,728.0,213553.0,wikiart,Baroque,Hercules fighting Cacus ,train_and_test,False,85135.jpg
75651,Orest Kiprensky,1813,portrait,562.0,683.0,94869.0,wikiart,Romanticism,Portrait of Giulio Litta,train_and_test,True,11722.jpg
75729,Sam Francis,1994,abstract,850.0,450.0,82351.0,wikiart,Lyrical Abstraction,Untitled 093,train_and_test,False,72866.jpg
75731,Mark Rothko,1969,abstract,498.0,768.0,23006.0,wikiart,Minimalism,Untitled,train_and_test,True,42196.jpg
75752,Orest Kiprensky,1828,portrait,546.0,700.0,139225.0,wikiart,Romanticism,Portrait of Anna Olenina,train_and_test,True,18571.jpg
75786,Pietro Lazzari,,sketch and study,550.0,694.0,98138.0,wikiart,Expressionism,Female Nude Study,train_and_test,False,38576.jpg
75800,Aelbert Cuyp,1652,genre painting,800.0,477.0,81866.0,wikiart,Baroque,The Negro Page,train_and_test,True,82598.jpg
75841,Theophile Steinlen,1907.0,illustration,529.0,720.0,345655.0,wikiart,Realism,L'Train des Geules Noires ,train_and_test,True,49652.jpg
75855,Emil Carlsen,1920.0,landscape,595.0,640.0,144734.0,wikiart,Impressionism,Connecticut Hillside,train_and_test,True,8162.jpg
75892,Hiroshige,c.1834,landscape,768.0,495.0,88558.0,wikiart,Ukiyo-e,Sakanoshita: the Throwing Away the Brush Peak,train_and_test,True,31296.jpg
75906,Raja Ravi Varma,1893.0,genre painting,491.0,774.0,64022.0,wikiart,Academicism,Gypsies ,train_only,True,10235.jpg
75930,John Henry Twachtman,c.1874,cityscape,803.0,473.0,360198.0,wikiart,Impressionism,"Miami Canal, Cincinnati",train_and_test,True,22958.jpg
75997,Joan Miro,1936,figurative,650.0,583.0,110524.0,wikiart,Surrealism,Figures in Front of a Metamorphosis,train_and_test,True,43633.jpg
76017,Diego Rivera,1924,genre painting,700.0,541.0,92091.0,wikiart,Muralism,The Market,train_and_test,True,56306.jpg
76044,David Johnson,1867.0,landscape,800.0,473.0,49442.0,wikiart,Luminism,"View of Mt. Lafayette, New Hampshire ",train_and_test,True,75688.jpg
76068,Diego Rivera,1926,allegorical painting,750.0,504.0,82800.0,wikiart,Muralism,The Land's Bounty Rightfully Possessed,train_and_test,True,89751.jpg
76084,Henri Matisse,1917,genre painting,431.0,877.0,35664.0,wikiart,Expressionism,"The Three Sisters with a Sculpture, left panel from The Three Sisters Triptych ",train_and_test,True,10601.jpg
76098,Bill Traylor,c.1940,figurative,472.0,800.0,36151.0,wikiart,Art Brut,Untitled (Woman with Bird),train_only,True,5746.jpg
76140,Matthias Grünewald,c.1515,religious painting,377.0,1000.0,152969.0,wikiart,Northern Renaissance,St. Sebastian,train_and_test,True,68075.jpg
76141,Fyodor Vasilyev,1868.0,landscape,725.0,520.0,28085.0,wikipedia,Realism,Before a Thunderstorm,train_and_test,True,16691.jpg
76150,Jan Matejko,,history painting,800.0,471.0,114030.0,wikiart,Romanticism,Sobieski Sending Message of Victory to the Pope,train_and_test,True,83303.jpg
76167,Jacek Malczewski,,religious painting,538.0,700.0,216691.0,wikiart,Art Nouveau (Modern),The Tribute Money (triptych) middle,train_and_test,True,26090.jpg
76177,Taro Yamamoto,1972.0,abstract,753.0,500.0,150012.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,102531.jpg
76250,Qi Baishi,1944.0,still life,500.0,751.0,97344.0,wikiart,Ink and wash painting,Lamp ,train_and_test,True,43299.jpg
76296,Konrad Witz,c.1435,religious painting,549.0,683.0,38249.0,wikiart,Northern Renaissance,Sabobai and Benaiah,train_and_test,True,23410.jpg
76299,Fyodor Vasilyev,1870.0,landscape,773.0,485.0,23133.0,wikipedia,Realism,Poplars,train_and_test,False,31738.jpg
76316,Lorser Feitelson,1962.0,abstract,578.0,648.0,20387.0,wikiart,Hard Edge Painting,Untitled (Boulder Series),train_and_test,True,39625.jpg
76369,Lyubov Popova,,abstract,534.0,700.0,98351.0,wikiart,Abstract Art,Architectonics in Painting,train_and_test,True,19083.jpg
76385,Theodor Severin Kittelsen,,landscape,737.0,507.0,204208.0,wikiart,Neo-Romanticism,Boelgen,train_and_test,True,83428.jpg
76395,Alfred Wallis,,marina,800.0,467.0,79508.0,wikiart,Naïve Art (Primitivism),Ship in Rough Sea,train_and_test,True,29362.jpg
76484,Alexey Venetsianov,1824,genre painting,650.0,573.0,129302.0,wikiart,Realism,Full-scale Class,train_and_test,True,96949.jpg
76515,Matej Sternen,1904.0,portrait,496.0,750.0,153706.0,wikiart,Impressionism,The Red Parasol,train_only,True,55707.jpg
76536,Julius Bissier,1941.0,still life,572.0,650.0,53246.0,wikiart,Post-Impressionism,Cotogna e mela – 28.12.41 ,train_and_test,True,9029.jpg
76548,Robert Julian Onderdonk,1922.0,landscape,700.0,531.0,173985.0,wikiart,Impressionism,"Last Rays of Sunlight, Early Spring in San Antonio",train_and_test,True,86801.jpg
76589,Paul Kane,1846,landscape,800.0,464.0,71785.0,wikipedia,Romanticism,A Winter Scene in the Rockies ,train_and_test,True,76769.jpg
76613,Lothar Charoux,1970.0,abstract,414.0,896.0,101841.0,wikiart,Concretism,Untitled,train_only,True,31453.jpg
76689,Mikhail Lebedev,c.1836,landscape,687.0,538.0,28949.0,wikiart,Realism,"View of Albano, near Rome",train_and_test,True,93849.jpg
